,Unnamed: 0,text
30525,30525,"separated"""
30526,30526,for her friend
30527,30527,"but what has happened between you she asked ""what has he said to"
30528,30528,"you why doesnt he come to the house"""
30529,30529,natasha did not answer her questions
30530,30530,for gods sake sonya dont tell anyone dont torture me
30531,30531,"natasha entreated ""remember no one ought to interfere in such"
30532,30532,"matters i have confided in you"""
30533,30533,but why this secrecy why doesnt he come to the house asked
30534,30534,"sonya ""why doesnt he openly ask for your hand you know prince"
30535,30535,andrew gave you complete freedomif it is really so but i dont
30536,30536,"be"""
30537,30537,natasha looked at sonya with astonishment evidently this question
30538,30538,presented itself to her mind for the first time and she did not know
30539,30539,how to answer it
30540,30540,i dont know what the reasons are but there must be reasons
30541,30541,sonya sighed and shook her head incredulously
30542,30542,if there were reasons she began
30543,30543,"sonya one cant doubt him one cant one cant dont you
understand she cried"
30544,30544,does he love you
30545,30545,does he love me natasha repeated with a smile of pity at her
30546,30546,"have seen him"""
30547,30547,but if he is dishonorable
30548,30548,he dishonorable if you only knew exclaimed natasha
30549,30549,"if he is an honorable man he should either declare his intentions
or cease seeing you and if you wont do this i will i will write to
him and i will tell papa said sonya resolutely"
30550,30550,but i cant live without him cried natasha
30551,30551,"natasha i dont understand you and what are you saying think
of your father and of nicholas"
30552,30552,"i dont want anyone i dont love anyone but him how dare you
say he is dishonorable dont you know that i love him screamed"
30553,30553,in a voice of despair and repressed irritation sonya burst into
30554,30554,sobs and ran from the room
30555,30555,natasha went to the table and without a moments reflection wrote
30556,30556,that answer to princess mary which she had been unable to write all
30557,30557,the morning in this letter she said briefly that all their
30558,30558,misunderstandings were at an end that availing herself of the
30559,30559,magnanimity of prince andrew who when he went abroad had given her her
30560,30560,wednesday the count went with the prospective purchaser to his
30561,30561,estate near moscow
30562,30562,dinner she was more agitated than ever when they got home natasha was
30563,30563,the first to begin the explanation sonya expected
30564,30564,there sonya you were talking all sorts of nonsense about him
30565,30565,natasha began in a mild voice such as children use when they wish to
30566,30566,"be praised ""we have had an explanation today"""
30567,30567,"well what happened what did he say natasha how glad i am youre
not angry with me tell me everythingthe whole truth what did he
say"
30568,30568,natasha became thoughtful
30569,30569,"oh sonya if you knew him as i do he said he asked me what i
had promised bolkonski he was glad i was free to refuse him"
30570,30570,sonya sighed sorrowfully
30571,30571,but you havent refused bolkonski said she
30572,30572,"perhaps i have perhaps all is over between me and bolkonski why
do you think so badly of me"
30573,30573,i dont think anything only i dont understand this
30574,30574,"wait a bit sonya youll understand everything youll see what
a man he is now dont think badly of me or of him i dont think
badly of anyone i love and pity everybody but what am i to do"
30575,30575,sonya did not succumb to the tender tone natasha used toward her
30576,30576,the more emotional and ingratiating the expression of natashas face
30577,30577,"natasha why this secrecy"""
30578,30578,again again interrupted natasha
30579,30579,natasha i am afraid for you
30580,30580,afraid of what
30581,30581,and was herself horrified at what she had said
30582,30582,anger again showed in natashas face
30583,30583,"and ill go to my ruin i will as soon as possible its not
your business it wont be you but i wholl suffer leave me
alone leave me alone i hate you"
30584,30584,i hate you i hate you youre my enemy forever and natasha ran
30585,30585,out of the room
30586,30586,natasha did not speak to sonya again and avoided her with the
30587,30587,same expression of agitated surprise and guilt she went about the
30588,30588,abandoning them
30589,30589,out of her sight
30590,30590,sat by the drawingroom window all the morning as if expecting
30591,30591,whom sonya took to be anatole
30592,30592,sonya began watching her friend still more attentively and noticed
30593,30593,that at dinner and all that evening natasha was in a strange and
30594,30594,after tea sonya noticed a housemaid at natashas door timidly
30595,30595,the door learned that another letter had been delivered
30596,30596,then suddenly it became clear to sonya that natasha had some
30597,30597,dreadful plan for that evening sonya knocked at her door natasha did
30598,30598,not let her in
30599,30599,"she will run away with him thought sonya ""she is capable of"
30600,30600,anything there was something particularly pathetic and resolute in
30601,30601,"indicated that natasha had some terrible intention ""the count is"
30602,30602,away what am i to do write to kuragin demanding an explanation
30603,30603,andrew asked me to in case of some misfortune but perhaps she
30604,30604,really has already refused bolkonskishe sent a letter to princess
30605,30605,"mary yesterday and uncle is away"" to tell marya dmitrievna who"
30606,30606,prove that i remember the familys goodness to me and that i love
30607,30607,nicholas yes if i dont sleep for three nights ill not leave this
30608,30608,passage and will hold her back by force and will and not let the
30609,30609,give it to him then said anatole
30610,30610,"makarka their name for makarin ""will go through fire and water"
30611,30611,dolokhov and looking straight before him with a smile that did not
30612,30612,leave his face
30613,30613,dolokhov banged down the or of his and turned to anatole with an
30614,30614,ironic smile
30615,30615,do you know youd really better drop it all theres still time
30616,30616,"fool retorted anatole ""dont talk nonsense if you only"
30617,30617,"knew its the devil knows what"""
30618,30618,"no really give it up said dolokhov ""i am speaking seriously"
30619,30619,attention and evidently submitting to him involuntarily
30620,30620,"now listen to me im telling you this for the last time why
should i joke about it did i hinder you who arranged everything
for you who found the priest and got the passport who raised the
money i did it all"
30621,30621,well thank you for it do you think i am not grateful and
30622,30622,anatole sighed and embraced dolokhov
30623,30623,"i helped you but all the same i must tell you the truth it is a
dangerous business and if you think about ita stupid business
well youll carry her offall right will they let it stop at
that it will come out that youre already married why theyll
have you in the criminal court"
30624,30624,oh nonsense nonsense anatole ejaculated and again made a
30625,30625,partiality dullwitted people have for any conclusion they have
30626,30626,"put to dolokhov a hundred times ""didnt i explain to you that i"
30627,30627,"seriously youd better drop it youll only get yourself into a
mess"
30628,30628,"dolokhov with his feet turned under him ""its the very devil what"
30629,30629,"feel how it beats"" he took dolokhovs hand and put it on his heart"
30630,30630,what a foot my dear fellow what a glance a goddess he added in
30631,30631,"french ""what"""
30632,30632,dolokhov with a cold smile and a gleam in his handsome insolent eyes
30633,30633,looked at himevidently wishing to get some more amusement out of
30634,30634,him
30635,30635,well and when the moneys gone what then
30636,30636,"talk nonsense"" he glanced at his watch ""its time"""
30637,30637,anatole went into the back room
30638,30638,now then nearly ready youre dawdling he shouted to the
30639,30639,servants
30640,30640,into the room where khvostikov and makarin were sitting
30641,30641,anatole lay on the sofa in the study leaning on his elbow and
30642,30642,himself
30643,30643,come and eat something have a drink dolokhov shouted to him from
30644,30644,the other room
30645,30645,i dont want to answered anatole continuing to smile
30646,30646,come balaga is here
30647,30647,anatole rose and went into the dining room balaga was a famous
30648,30648,troyka driver who had known dolokhov and anatole some six years and
30649,30649,had given them good service with his troykas more than once when
30650,30650,anatoles regiment was stationed at tver he had taken him from tver in
30651,30651,again the next night more than once he had enabled dolokhov to escape
30652,30652,when pursued more than once he had driven them through the town
30653,30653,"with gypsies and ""ladykins"" as he called the cocottes more than"
30654,30654,once in their service he had run over pedestrians and upset vehicles
30655,30655,in the streets of moscow and had always been protected from the
30656,30656,"consequences by ""my gentlemen"" as he called them he had ruined more"
30657,30657,which he loved and he knew more than one thing about each of them
30658,30658,which would long ago have sent an ordinary man to siberia they
30659,30659,often called balaga into their orgies and made him drink and dance
30660,30660,had passed through his hands in their service he risked his skin
30661,30661,horses than the money he had from them would buy but he liked them
30662,30662,"him ""get on get on"" when it was impossible to go any faster he"
30663,30663,he considered them
30664,30664,anatole and dolokhov liked balaga too for his masterly driving and
30665,30665,because he liked the things they liked with others balaga
30666,30666,"with ""his gentlemen"" he always drove himself and never demanded"
30667,30667,anything for his work only a couple of times a yearwhen he knew
30668,30668,from their valets that they had money in handhe would turn up of a
30669,30669,morning quite sober and with a deep bow would ask them to help him
30670,30670,the gentlemen always made him sit down
30671,30671,"to the fair"""
30672,30672,thousand or a couple of thousand rubles
30673,30673,how dyou do friend well here he is
30674,30674,to anatole who had just come in
30675,30675,"what horses have you come with eh"""
30676,30676,as your messenger ordered your special beasts replied balaga
30677,30677,"well listen balaga drive all three to death but get me there
in three hours eh"
30678,30678,when they are dead what shall i drive said balaga with a wink
30679,30679,suddenly rolling his eyes
30680,30680,"well go"""
30681,30681,yes sit down said dolokhov
30682,30682,ill stand theodore ivanych
30683,30683,glass of madeira for him
30684,30684,the drivers eyes sparkled at the sight of the wine after
30685,30685,a red silk handkerchief he took out of his cap
30686,30686,and when are we to start your excellency
30687,30687,"balaga youll get there in time eh"""
30688,30688,"that depends on our luck in starting else why shouldnt we be
there in time replied balaga ""didnt we get you to tver in seven"
30689,30689,smilingly at the recollection and turning to makarin who gazed
30690,30690,"loaded sleighs and drove right over two of them eh"""
30691,30691,"those were horses balaga continued the tale ""that time id"
30692,30692,numb in the sharp frost so that i threw down the reinscatch hold
30693,30693,of the sleigh and sprawled there it wasnt a case of urging them
30694,30694,"took us there in three hours only the near one died of it"""
30695,30695,chapter xvii
30696,30696,anatole went out of the room and returned a few minutes later
30697,30697,set on one side and very becoming to his handsome face having
30698,30698,well goodby theodore thank you for everything and farewell
30699,30699,others
30700,30700,make something touching and solemn out of this address to his
30701,30701,comrades he spoke slowly in a loud voice and throwing out his chest
30702,30702,slightly swayed one leg
30703,30703,his glass flung it on the floor
30704,30704,wiped his mouth with his handkerchief
30705,30705,makarin embraced anatole with tears in his eyes
30706,30706,"ah prince how sorry i am to part from you

lets go lets go"" cried anatole"
30707,30707,balaga was about to leave the room
30708,30708,"no stop said anatole ""shut the door we have first to sit down"
30709,30709,"thats the way"""
30710,30710,they shut the door and all sat down
30711,30711,went out into the vestibule
30712,30712,matrena matrevna and ask her for the sable cloak i have heard what
30713,30713,rush out more dead than alive just in the things she is wearing if
30714,30714,frozen in a minute and must go backbut you wrap the fur cloak
30715,30715,"round her first thing and carry her to the sleigh"""
30716,30716,the valet brought a womans foxlined cloak
30717,30717,fool i told you the sable one hey matrena the sable he
30718,30718,shouted so that his voice rang far through the rooms
30719,30719,sable mantle on her arm
30720,30720,her master and yet regretful of her cloak
30721,30721,and then so do you see and he pushed anatoles head forward to
30722,30722,smile was seen
30723,30723,well prince may god give you great luck said matrena in her
30724,30724,gypsy accent
30725,30725,two troykas were standing before the porch and two young drivers
30726,30726,were holding the horses balaga took his seat in the front one and
30727,30727,holding his elbows high arranged the reins deliberately anatole and
30728,30728,themselves in the other sleigh
30729,30729,well are you ready asked balaga
30730,30730,tore down the nikitski boulevard
30731,30731,tproo get out of the way hi tproo the shouting of balaga
30732,30732,and of the sturdy young fellow seated on the box was all that could be
30733,30733,heard on the arbat square the troyka caught against a carriage
30734,30734,arbat street
30735,30735,konyusheny street
30736,30736,the young fellow on the box jumped down to hold the horses and
30737,30737,anatole and dolokhov went along the pavement when they reached the
30738,30738,ran out
30739,30739,"come into the courtyard or youll be seen shell come out
directly said she"
30740,30740,dolokhov stayed by the gate anatole followed the maid into the
30741,30741,intercepting any retreat
30742,30742,to what mistress who are you asked anatole in a breathless
30743,30743,whisper
30744,30744,kindly step in my orders are to bring you in
30745,30745,"kuragin come back shouted dolokhov ""betrayed back"""
30746,30746,was struggling with the yard porter who was trying to lock it with
30747,30747,and ran back with him to the troyka
30748,30748,chapter xviii
30749,30749,read it and went into natashas room with it in her hand
30750,30750,"you shameless goodfornothing said she ""i wont hear a word"""
30751,30751,pushing back natasha who looked at her with astonished but
30752,30752,abductors
30753,30753,when gabriel came to inform her that the men who had come had run
30754,30754,through the rooms a long time considering what she should do toward
30755,30755,midnight she went to natashas room fingering the key in her pocket
30756,30756,unlocked the door and went in without giving her an answer
30757,30757,"hard as it may be ill tell them all to hold their tongues and
will hide it from the count she entered the room with resolute"
30758,30758,she did not stir she was in just the same position in which marya
30759,30759,dmitrievna had left her
30760,30760,"a nice girl very nice said marya dmitrievna ""arranging meetings"
30761,30761,with lovers in my house its no use pretending you listen when i
30762,30762,"speak to you"" and marya dmitrievna touched her arm ""listen when when"
30763,30763,i speak youve disgraced yourself like the lowest of hussies id
30764,30764,"conceal it"""
30765,30765,glanced round at sonya and seated herself on the sofa beside natasha
30766,30766,its lucky for him that he escaped me but ill find him she said
30767,30767,"in her rough voice ""do you hear what i am saying or not"" she added"
30768,30768,she put her large hand under natashas face and turned it toward
30769,30769,her both marya dmitrievna and sonya were amazed when they saw how
30770,30770,her cheeks sunken
30771,30771,wrenching herself from marya dmitrievnas hands with a vicious
30772,30772,effort and sinking down again into her former position
30773,30773,"natalie said marya dmitrievna ""i wish for your good lie"
30774,30774,tell you how guilty you are you know that yourself but when your
30775,30775,"father comes back tomorrow what am i to tell him eh"""
30776,30776,again natashas body shook with sobs
30777,30777,suppose he finds out and your brother and your betrothed
30778,30778,i have no betrothed i have refused him cried natasha
30779,30779,"thats all the same continued dmitrievna ""if they hear of"
30780,30780,"challenges him to a duel will that be all right eh"""
30781,30781,looking malignantly at marya dmitrievna
30782,30782,"again ""were you kept under lock and key who hindered his coming to"
30783,30783,the house why carry you off as if you were some gypsy singing
30784,30784,"he is better than any of you exclaimed natasha getting up ""if"
30785,30785,and she burst into sobs with the despairing vehemence with which
30786,30786,people bewail disasters they feel they have themselves occasioned
30787,30787,marya dmitrievna was to speak again but natasha cried out
30788,30788,go away go away you all hate and despise me and she threw
30789,30789,herself back on the sofa
30790,30790,her that it must all be kept from her father and assuring her that
30791,30791,nobody would know anything about it if only natasha herself would
30792,30792,undertake to forget it all and not let anyone see that something had
30793,30793,grew cold and had a shivering fit marya dmitrievna put a pillow under
30794,30794,well let her sleep said marya dmitrievna as she went of the room
30795,30795,supposing natasha to be asleep
30796,30796,but natasha was not asleep with pale face and fixed wideopen
30797,30797,eyes she looked straight before her all that night she did not
30798,30798,sleep or weep and did not speak to sonya who got up and went to her
30799,30799,several times
30800,30800,next day count rostov returned from his estate near moscow in time
30801,30801,for lunch as he had promised he was in very good spirits the
30802,30802,whom he missed marya dmitrievna met him and told him that natasha had
30803,30803,but that she was better now natasha had not left her room that
30804,30804,hurriedly glancing round at anyone who entered the room she was
30805,30805,evidently expecting news of him and that he would come or would
30806,30806,write to her
30807,30807,when the count came to see her she turned anxiously round at the
30808,30808,"malevolent expression she did not even get up to greet him ""what"
30809,30809,in reply to the counts anxious inquiries as to why she was so
30810,30810,assured him that nothing had happened and asked him not to worry
30811,30811,marya dmitrievna confirmed natashas assurances that nothing had
30812,30812,assure himself that nothing particularly had happened and he was only
30813,30813,dissatisfied that her indisposition delayed their return to the
30814,30814,country
30815,30815,chapter xix
30816,30816,from the day his wife arrived in moscow pierre had been intending to
30817,30817,came to moscow the effect natasha had on him made him hasten to
30818,30818,carry out his intention he went to tver to see joseph alexeevichs
30819,30819,of her deceased husbands
30820,30820,when he returned to moscow pierre was handed a letter from marya
30821,30821,dmitrievna asking him to come and see her on a matter of great
30822,30822,importance relating to andrew bolkonski and his betrothed pierre
30823,30823,had been avoiding natasha because it seemed to him that his feeling
30824,30824,for her was stronger than a married mans should be for his friends
30825,30825,fiancee yet some fate constantly threw them together
30826,30826,what can have happened and what can they want with me thought he
30827,30827,"as he dressed to go to marya dmitrievnas ""if only prince andrew"
30828,30828,"would hurry up and come and marry her"" thought he on his way to the"
30829,30829,house
30830,30830,on the tverskoy boulevard a familiar voice called to him
30831,30831,pierre been back long someone shouted pierre raised his head
30832,30832,in a sleigh drawn by two gray trottinghorses that were bespattering
30833,30833,dashed past anatole was sitting upright in the classic pose of
30834,30834,hair besprinkled with powdery snow
30835,30835,"yes indeed thats a true sage thought pierre ""he sees"
30836,30836,"to be like him"" he thought enviously"
30837,30837,in marya dmitrievnas anteroom the footman who helped him off with
30838,30838,his fur coat said that the mistress asked him to come to her bedroom
30839,30839,when he opened the ballroom door pierre saw natasha sitting at the
30840,30840,"fine doings answered dmitrievna ""for fiftyeight years have i"
30841,30841,"lived in this world and never known anything so disgraceful"""
30842,30842,marya dmitrievna informed him that natasha had refused prince andrew
30843,30843,without her parents knowledge and that the cause of this was
30844,30844,anatole kuragin into whose society pierres wife had thrown her and
30845,30845,order to be married secretly
30846,30846,pierre raised his shoulders and listened openmouthed to what was
30847,30847,andrews deeply loved affianced wifethe same natasha rostova who
30848,30848,used to be so charmingshould give up bolkonski for that fool anatole
30849,30849,could not conceive and could not imagine
30850,30850,unfortunate enough to be tied to a bad woman but still he pitied
30851,30851,prince andrew to the point of tears and sympathized with his wounded
30852,30852,contempt and even with disgust of that natasha who had just passed him
30853,30853,in the ballroom with such a look of cold dignity he did not know that
30854,30854,and that it was not her fault that her face happened to assume an
30855,30855,expression of calm dignity and severity
30856,30856,he could not marryhe is married
30857,30857,things get worse from hour to hour ejaculated marya dmitrievna
30858,30858,"a nice youth what a scoundrel and shes expecting himexpecting
him since yesterday she must be told then at least she wont go on
expecting him"
30859,30859,dmitrievna told pierre why she had sent for him she was afraid that
30860,30860,of this affair which she hoped to hide from them might challenge
30861,30861,brotherinlaw in her name to leave moscow and not dare to let her set
30862,30862,eyes on him again pierreonly now realizing the danger to the old
30863,30863,to the drawing room
30864,30864,"mind the count knows nothing behave as if you know nothing
either she said ""and i will go and tell her it is no use"
30865,30865,"expecting him and stay to dinner if you care to"" she called after"
30866,30866,pierre
30867,30867,natasha had told him that she had rejected bolkonski
30868,30868,"troubles troubles my dear fellow he said to pierre ""what"
30869,30869,troubles one has with these girls without their mother i do so regret
30870,30870,having come here i will be frank with you have you heard she
30871,30871,has broken off her engagement without consulting anybody its true
30872,30872,this engagement never was much to my liking of course he is an
30873,30873,pierre saw that the count was much upset and tried to change the
30874,30874,sonya entered the room with an agitated face
30875,30875,"natasha is not quite well shes in her room and would like to
see you marya dmitrievna is with her and she too asks you to come"
30876,30876,"yes you are a great friend of bolkonskis no doubt she wants to
send him a message said the count ""oh dear oh dear how happy it"
30877,30877,"all was"""
30878,30878,and clutching the spare gray locks on his temples the count left the
30879,30879,room
30880,30880,did not wish to believe it and insisted on having it confirmed by
30881,30881,pierre himself sonya told pierre this as she led him along the
30882,30882,corridor to natashas room
30883,30883,evidently did not exist for her
30884,30884,he knows all about it said marya dmitrievna pointing to pierre
30885,30885,"and addressing natasha ""let him tell you whether i have told the"
30886,30886,"truth"""
30887,30887,natasha looked from one to the other as a hunted and wounded
30888,30888,animal looks at the approaching dogs and sportsmen
30889,30889,"whether it is true or not should make no difference to you
because"
30890,30890,then it is not true that hes married
30891,30891,yes it is true
30892,30892,"has he been married long she asked ""on your honor"""
30893,30893,pierre gave his word of honor
30894,30894,yes i have just seen him
30895,30895,she was evidently unable to speak and made a sign with her hands
30896,30896,that they should leave her alone
30897,30897,chapter xx
30898,30898,thought of whom now the blood rushed to his heart and he felt a
30899,30899,was going on as usual the members who were assembling for dinner were
30900,30900,sitting about in groups they greeted pierre and spoke of the town
30901,30901,but paul timofeevich had not yet arrived one of pierres
30902,30902,he had heard of kuragins abduction of rostova which was talked of
30903,30903,nonsense for he had just come from the rostovs he asked everyone
30904,30904,indifferent crowd of people unaware of what was going on in his
30905,30905,and as anatole had not turned up did not stay for dinner but drove
30906,30906,home
30907,30907,affair it seemed to him essential to see natasha in the evening he
30908,30908,drove to his sisters to discuss with her how to arrange a meeting
30909,30909,valet informed him that prince anatole was with the countess the
30910,30910,countess drawing room was full of guests
30911,30911,pierre without greeting his wife whom he had not seen since his
30912,30912,returnat that moment she was more repulsive to him than ever
30913,30913,entered the drawing room and seeing anatole went up to him
30914,30914,"ah pierre said the countess going up to her husband ""you"
30915,30915,"dont know what a plight our anatole"""
30916,30916,that rage and strength which she knew and had herself experienced
30917,30917,after his duel with dolokhov
30918,30918,where you are there is vice and evil said pierre to his wife
30919,30919,anatole come with me i must speak to you he added in french
30920,30920,himself and was leading him from the room
30921,30921,but pierre did not reply and went out of the room
30922,30922,anatole followed him with his usual jaunty step but his face
30923,30923,betrayed anxiety
30924,30924,having entered his study pierre closed the door and addressed
30925,30925,anatole without looking at him
30926,30926,"you promised countess rostova to marry her and were about to
elope with her is that so"
30927,30927,mon cher answered anatole their whole conversation was in
30928,30928,"me in that tone"""
30929,30929,anatole by the collar of his uniform with his big hand and shook him
30930,30930,from side to side till anatoles face showed a sufficient degree of
30931,30931,terror
30932,30932,when i tell you that i must talk to you repeated pierre
30933,30933,of his collar that had been wrenched loose with a bit of the cloth
30934,30934,expressing himself so artificially because he was talking french
30935,30935,put it back in its place
30936,30936,did you promise to marry her
30937,30937,i i didnt think of it i never promised because
30938,30938,pierre interrupted him
30939,30939,toward anatole
30940,30940,anatole glanced at him and immediately thrust his hand into his
30941,30941,pocket and drew out his pocketbook
30942,30942,i shant be violent dont be afraid said pierre in answer to a
30943,30943,"must get out of moscow"""
30944,30944,but how can i
30945,30945,never breathe a word of what has passed between you and countess
30946,30946,"of conscience"" pierre paced the room several times in silence"
30947,30947,anatole sat at a table frowning and biting his lips
30948,30948,"after all you must understand that besides your pleasure there
is such a thing as other peoples happiness and peace and that you
are ruining a whole life for the sake of amusing yourself amuse
yourself with women like my wifewith them you are within your
rights for they know what you want of them they are armed against
you by the same experience of debauchery but to promise a maid to
marry her to deceive to kidnap dont you understand that it is
as mean as beating an old man or a child"
30949,30949,pierre paused and looked at anatole no longer with an angry but with
30950,30950,a questioning look
30951,30951,"confident as pierre mastered his wrath ""i dont know that and dont"
30952,30952,"onwhich as a man of honor i cant allow anyone to use"""
30953,30953,wanted
30954,30954,is it satisfaction you want said pierre ironically
30955,30955,"you could at least take back your words what if you want me to do
as you wish eh"
30956,30956,"forgive me"" pierre involuntarily glanced at the loose button ""and if"
30957,30957,"you require money for your journey"""
30958,30958,next day anatole left for petersburg
30959,30959,chapter xxi
30960,30960,pierre drove to marya dmitrievnas to tell her of the fulfillment of
30961,30961,her wish that kuragin should be banished from moscow the whole
30962,30962,arsenic she had stealthily procured after swallowing a little she had
30963,30963,been so frightened that she woke sonya and told her what she had done
30964,30964,the necessary antidotes had been administered in time and she was
30965,30965,pierre dined at the club that day and heard on all sides gossip
30966,30966,about the attempted abduction of rostova he resolutely denied these
30967,30967,brotherinlaw had proposed to her and been refused it seemed to
30968,30968,pierre that it was his duty to conceal the whole affair and
30969,30969,reestablish natashas reputation
30970,30970,he was awaiting prince andrews return with dread and went every day
30971,30971,to the old princes for news of him
30972,30972,old prince bolkonski heard all the rumors current in the town from
30973,30973,mademoiselle bourienne and had read the note to princess mary in which
30974,30974,natasha had broken off her engagement he seemed in better spirits
30975,30975,than usual and awaited his son with great impatience
30976,30976,some days after anatoles departure pierre received a note from
30977,30977,to see him
30978,30978,father natashas note to princess mary breaking off her engagement
30979,30979,mademoiselle bourienne had purloined it from princess mary and
30980,30980,prince andrew had arrived in the evening and pierre came to see
30981,30981,him next morning pierre expected to find prince andrew in almost
30982,30982,the same state as natasha and was therefore surprised on entering
30983,30983,the drawing room to hear him in the study talking in a loud animated
30984,30984,voice about some intrigue going on in petersburg the old princes
30985,30985,voice and another now and then interrupted him princess mary came out
30986,30986,at what had happened and at the way her brother had taken the news
30987,30987,of natashas faithlessness
30988,30988,"he says he expected it she remarked ""i know his pride will not"
30989,30989,but is it possible that all is really ended asked pierre
30990,30990,princess mary looked at him with astonishment she did not
30991,30991,understand how he could ask such a question pierre went into the
30992,30992,disputing and vigorously gesticulating the conversation was about
30993,30993,speranskithe news of whose sudden exile and alleged treachery had
30994,30994,just reached moscow
30995,30995,unable to understand his aims to judge a man who is in disfavor and
30996,30996,but i maintain that if anything good has been accomplished in this
30997,30997,he paused at the sight of pierre his face quivered and
30998,30998,immediately assumed a vindictive expression
30999,30999,pierre
31000,31000,well how are you still getting stouter he said with
31001,31001,"now of no use to anyone"""
31002,31002,after a few words to pierre about the awful roads from the polish
31003,31003,about speranski which was still going on between the two old men
31004,31004,"if there were treason or proofs of secret relations with napoleon
they would have been made public he said with warmth and haste ""i"
31005,31005,pierre now recognized in his friend a need with which he was only
31006,31006,matters in order to stifle thoughts that were too oppressive and too
31007,31007,pierres arm and asked him into the room that had been assigned him a
31008,31008,from which he drew a packet wrapped in paper he did it all silently
31009,31009,and very quickly he stood up and coughed his face was gloomy and his
31010,31010,lips compressed
31011,31011,forgive me for troubling you
31012,31012,broad face expressed pity and sympathy this expression irritated
31013,31013,continued
31014,31014,"i have received a refusal from countess rostova and have heard
reports of your brotherinlaw having sought her hand or something of
that kind is that true"
31015,31015,both true and untrue pierre began but prince andrew
31016,31016,interrupted him
31017,31017,here are her letters and her portrait said he
31018,31018,he took the packet from the table and handed it to pierre
31019,31019,give this to the countess if you see her
31020,31020,she is very ill said pierre
31021,31021,"then she is here still said prince andrew ""and prince"
31022,31022,"kuragin"" he added quickly"
31023,31023,he left long ago she has been at deaths door
31024,31024,i much regret her illness said prince andrew and he smiled
31025,31025,he could not marry for he was married already said pierre
31026,31026,father
31027,31027,and where is your brotherinlaw now if i may ask he said
31028,31028,he has gone to peters but i dont know said pierre
31029,31029,"well it doesnt matter said prince andrew ""tell countess"
31030,31030,rostova that she was and is perfectly free and that i wish her all
31031,31031,"that is good"""
31032,31032,about
31033,31033,"yes returned prince andrew hastily ""i said that a fallen woman"
31034,31034,but can this be compared said pierre
31035,31035,"goodby so youll give her the packet"""
31036,31036,pierre left the room and went to the old prince and princess mary
31037,31037,the old man seemed livelier than usual princess mary was the same
31038,31038,her satisfaction that the engagement had been broken off looking at
31039,31039,them pierre realized what contempt and animosity they all felt for the
31040,31040,mention the name of her who could give up prince andrew for anyone
31041,31041,else
31042,31042,chapter xxii
31043,31043,that same evening pierre went to the rostovs to fulfill the
31044,31044,dmitrievna who was interested to know how prince andrew had taken
31045,31045,the news ten minutes later sonya came to marya dmitrievna
31046,31046,natasha insists on seeing count peter kirilovich said she
31047,31047,"but how are we to take him up to her the room there has not
been tidied up"
31048,31048,no she has dressed and gone into the drawing room said sonya
31049,31049,marya dmitrievna only shrugged her shoulders
31050,31050,"when will her mother come she has worried me to death now mind
dont tell her everything said she to pierre ""one hasnt the"
31051,31051,"pitied"""
31052,31052,undecided whether to go to meet him or to wait till he came up
31053,31053,pierre hastened to her he thought she would give him her hand as
31054,31054,arms hanging lifelessly just in the pose she used to stand in when she
31055,31055,expression of face
31056,31056,"to apply to you"""
31057,31057,now felt so sorry for her that there was no room in his soul for
31058,31058,reproach
31059,31059,he is here now tell him to for forgive me she stopped
31060,31060,"yes i will tell him answered pierre ""but"""
31061,31061,he did not know what to say
31062,31062,natasha was evidently dismayed at the thought of what he might think
31063,31063,she had meant
31064,31064,be im only tormented by the wrong i have done him tell him only
31065,31065,she trembled all over and sat down on a chair
31066,31066,a sense of pity he had never before known overflowed pierres heart
31067,31067,i will tell him i will tell him everything once more said
31068,31068,"pierre ""but i should like to know one thing"""
31069,31069,know what natashas eyes asked
31070,31070,i should like to know did you love pierre did not know how
31071,31071,"to refer to anatole and flushed at the thought of him""did you love"
31072,31072,"that bad man"""
31073,31073,"all"""
31074,31074,and love welled up in pierre he felt the tears trickle under his
31075,31075,spectacles and hoped they would not be noticed
31076,31076,"we wont speak of it my dearill tell him everything but one
thing i beg of you consider me your friend and if you want help
advice or simply to open your heart to someonenot now but when
your mind is clearer think of me he took her hand and kissed it"
31077,31077,i shall be happy if its in my power
31078,31078,pierre grew confused
31079,31079,dont speak to me like that i am not worth it exclaimed
31080,31080,he knew he had something more to say to her but when he said it
31081,31081,he was amazed at his own words
31082,31082,stop stop you have your whole life before you said he to her
31083,31083,before me no all is over for me she replied with shame and
31084,31084,selfabasement
31085,31085,"moment ask on my knees for your hand and your love"""
31086,31086,for the first time for many days natasha wept tears of gratitude and
31087,31087,finding the sleeves of his fur cloak threw it on and got into his
31088,31088,sleigh
31089,31089,where to now your excellency asked the coachman
31090,31090,"where to pierre asked himself ""where can i go now surely not to"
31091,31091,comparison with this feeling of tenderness and love he experienced in
31092,31092,through her tears
31093,31093,fahrenheit he threw open the bearskin cloak from his broad chest and
31094,31094,inhaled the air with joy
31095,31095,did pierre cease to feel how sordid and humiliating were all mundane
31096,31096,things compared with the heights to which his soul had just been
31097,31097,raised at the entrance to the arbat square an immense expanse of dark
31098,31098,sides by stars but distinguished from them all by its nearness to
31099,31099,enormous and brilliant comet of the comet which was said to
31100,31100,light amid countless other scintillating stars it seemed to pierre
31101,31101,that this comet fully responded to what was passing in his own
31102,31102,book nine 
31103,31103,chapter i
